City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Port Alfred,ZA,2022-01-28 00:25:23,-33.5906,26.891,71.46,89,77,14.38
288,Puerto Ayora,EC,2022-01-28 00:22:35,-0.7393,-90.3518,74.52,80,93,7.9
289,Taoudenni,ML,2022-01-28 00:25:24,22.6783,-3.9836,69.22,17,97,12.39
290,Gerash,IR,2022-01-28 00:25:24,27.6652,54.1371,44.74,58,0,2.01
291,Tuktoyaktuk,CA,2022-01-28 00:25:24,69.4541,-133.0374,-20.2,76,20,8.05
292,Avarua,CK,2022-01-28 00:23:18,-21.2078,-159.775,84.25,79,49,16.11
293,Upata,VE,2022-01-28 00:25:25,8.0086,-62.3989,75.2,61,15,4.63
294,Puerto El Triunfo,SV,2022-01-28 00:25:25,13.2833,-88.55,86.92,64,8,5.01
295,Aasiaat,GL,2022-01-28 00:25:26,68.7098,-52.8699,-0.96,92,99,10.38
296,Port Hedland,AU,2022-01-28 00:25:09,-20.3167,118.5667,86.05,66,70,18.41
297,Aksu,CN,2022-01-28 00:25:26,41.1231,80.2644,19.76,64,0,2.21
298,Vila Franca Do Campo,PT,2022-01-28 00:25:26,37.7167,-25.4333,56.19,74,85,9.91
299,Kenai,US,2022-01-28 00:25:27,60.5544,-151.2583,29.14,91,100,16.11
300,Manta,EC,2022-01-28 00:24:59,-0.95,-80.7333,76.78,88,100,4.61
301,Husavik,IS,2022-01-28 00:25:27,66.0449,-17.3389,33.71,81,100,14.92
302,Lixourion,GR,2022-01-28 00:25:28,38.2019,20.4314,47.57,68,9,8.46
303,Qaanaaq,GL,2022-01-28 00:22:59,77.484,-69.3632,-9.76,71,39,7.56
304,Bilma,NE,2022-01-28 00:25:28,18.6853,12.9164,57.2,27,63,8.43
305,Qaqortoq,GL,2022-01-28 00:25:29,60.7167,-46.0333,18.1,88,16,5.23
306,Atambua,ID,2022-01-28 00:25:29,-9.1061,124.8925,77.27,81,100,1.86
307,Tual,ID,2022-01-28 00:23:55,-5.6667,132.75,84.16,72,96,8.84
308,Voyinka,UA,2022-01-28 00:25:30,45.8699,33.9914,26.37,89,78,9.6
309,Souillac,MU,2022-01-28 00:25:30,-20.5167,57.5167,73.78,83,40,5.75
310,Naze,JP,2022-01-28 00:24:40,28.3667,129.4833,59.92,80,92,9.28
311,Kuah,MY,2022-01-28 00:25:30,6.3265,99.8432,78.78,78,20,2.3
312,Saint Anthony,US,2022-01-28 00:25:31,45.0205,-93.218,17.53,50,0,9.22
313,Trincomalee,LK,2022-01-28 00:25:31,8.5711,81.2335,77.67,76,88,9.46
314,Namatanai,PG,2022-01-28 00:22:26,-3.6667,152.4333,85.66,66,77,5.32
315,Mar Del Plata,AR,2022-01-28 00:25:32,-38.0023,-57.5575,63.09,73,0,1.01
316,Sao Joao Da Barra,BR,2022-01-28 00:25:32,-21.6403,-41.0511,76.39,88,4,17.09
317,Cherskiy,RU,2022-01-28 00:25:32,68.75,161.3,-36.33,96,54,1.92
318,Vila Velha,BR,2022-01-28 00:25:33,-20.3297,-40.2925,78.94,84,0,14.0
319,Sestri Levante,IT,2022-01-28 00:25:33,44.2732,9.3968,55.31,83,95,1.99
320,Lorengau,PG,2022-01-28 00:25:34,-2.0226,147.2712,84.58,69,63,5.75
321,Ojinaga,MX,2022-01-28 00:25:34,29.5667,-104.4167,61.57,54,0,0.0
322,Ust-Nera,RU,2022-01-28 00:25:34,64.5667,143.2,-28.03,98,91,2.15
323,Honningsvag,NO,2022-01-28 00:25:35,70.9821,25.9704,28.96,92,100,7.36
324,General Roca,AR,2022-01-28 00:26:35,-39.0333,-67.5833,82.8,22,0,16.13
325,Dukhovshchina,RU,2022-01-28 00:26:36,55.1919,32.4111,25.99,96,100,12.62
326,Imbituba,BR,2022-01-28 00:21:42,-28.24,-48.6703,73.81,86,100,13.65
327,Shieli,KZ,2022-01-28 00:26:36,44.1667,66.75,29.21,69,53,6.67
328,Anadyr,RU,2022-01-28 00:33:28,64.75,177.4833,14.5,73,75,11.18
329,Kurilsk,RU,2022-01-28 00:33:28,45.2333,147.8833,22.59,63,100,12.75
330,Khatanga,RU,2022-01-28 00:22:47,71.9667,102.5,5.49,77,97,16.64
331,Kahului,US,2022-01-28 00:26:37,20.8947,-156.47,84.22,64,20,13.8
332,Kruisfontein,ZA,2022-01-28 00:25:42,-34.0033,24.7314,64.89,83,100,7.23
333,Tias,ES,2022-01-28 00:26:38,28.9611,-13.645,55.15,67,20,10.36
334,Hervey Bay,AU,2022-01-28 00:33:29,-25.2986,152.8535,87.04,70,61,7.0
335,Pa Sang,TH,2022-01-28 00:33:29,18.5262,98.9394,65.37,46,9,0.72
336,Orlik,RU,2022-01-28 00:26:39,52.5178,99.825,-21.44,96,97,1.9
337,Kodiak,US,2022-01-28 00:22:52,57.79,-152.4072,36.91,87,100,13.8
338,Sao Filipe,CV,2022-01-28 00:25:10,14.8961,-24.4956,72.05,72,99,15.32
339,Mazagao,BR,2022-01-28 00:26:39,-0.115,-51.2894,77.05,97,99,3.11
340,La Palma,US,2022-01-28 00:26:40,33.8464,-118.0467,76.42,34,20,3.0
341,Hilo,US,2022-01-28 00:26:40,19.7297,-155.09,82.13,63,0,14.97
342,New Norfolk,AU,2022-01-28 00:24:16,-42.7826,147.0587,85.66,46,47,3.0
343,Cidreira,BR,2022-01-28 00:26:41,-30.1811,-50.2056,72.0,64,80,13.4
344,Dingle,PH,2022-01-28 00:26:41,10.9995,122.6711,79.2,86,78,6.73
345,Pingliang,CN,2022-01-28 00:26:42,35.5392,106.6861,19.92,88,100,5.5
346,Diamantino,BR,2022-01-28 00:26:42,-14.4086,-56.4461,72.79,95,99,4.38
347,Chazuta,PE,2022-01-28 00:26:42,-6.5742,-76.1367,86.85,90,62,0.51
348,Jingdezhen,CN,2022-01-28 00:26:43,29.2947,117.2079,41.07,95,100,4.59
349,Berlevag,NO,2022-01-28 00:26:43,70.8578,29.0864,26.83,88,100,7.29
350,Coquimbo,CL,2022-01-28 00:24:47,-29.9533,-71.3436,63.23,80,28,7.92
351,Garissa,KE,2022-01-28 00:26:44,-0.4536,39.6401,76.71,69,31,7.9
352,Faanui,PF,2022-01-28 00:26:44,-16.4833,-151.75,80.85,76,19,15.48
353,Ahipara,NZ,2022-01-28 00:26:44,-35.1667,173.1667,75.16,51,5,12.06
354,Guerrero Negro,MX,2022-01-28 00:23:03,27.9769,-114.0611,69.21,31,57,10.11
355,San Quintin,MX,2022-01-28 00:26:45,30.4833,-115.95,62.4,52,86,9.24
356,Dikson,RU,2022-01-28 00:25:45,73.5069,80.5464,1.02,95,100,25.59
357,Itapora,BR,2022-01-28 00:26:45,-22.0799,-54.7874,74.16,84,81,6.26
358,Itarema,BR,2022-01-28 00:26:46,-2.9248,-39.9167,76.05,85,100,7.27
359,Poum,NC,2022-01-28 00:23:29,-20.2333,164.0167,83.25,74,17,16.46
360,Wanning,CN,2022-01-28 00:22:57,18.8003,110.3967,69.17,93,26,5.79
361,Uvalde,US,2022-01-28 00:21:50,29.3669,-99.767,58.53,42,100,4.61
362,Rio Claro,BR,2022-01-28 00:26:47,-22.4114,-47.5614,76.39,82,98,3.6
363,Srandakan,ID,2022-01-28 00:26:47,-7.9386,110.2506,78.24,84,100,3.56
364,Santa Isabel Do Rio Negro,BR,2022-01-28 00:26:47,-0.4139,-65.0192,74.34,97,53,1.66
365,Weinan,CN,2022-01-28 00:26:48,34.5036,109.5089,33.49,98,100,1.28
366,Tiksi,RU,2022-01-28 00:26:26,71.6872,128.8694,-14.51,97,29,10.4
367,Tabou,CI,2022-01-28 00:26:48,4.423,-7.3528,79.29,80,33,5.79
368,Ilulissat,GL,2022-01-28 00:22:35,69.2167,-51.1,6.82,72,20,10.36
369,Loreto,MX,2022-01-28 00:26:49,22.2667,-101.9667,65.95,25,54,12.26
370,Port Keats,AU,2022-01-28 00:26:49,-14.25,129.55,81.93,83,91,15.3
371,Pemangkat,ID,2022-01-28 00:24:14,1.1667,108.9667,76.66,88,100,5.55
372,Saint-Philippe,RE,2022-01-28 00:26:50,-21.3585,55.7679,72.99,83,73,8.61
373,Bengkulu,ID,2022-01-28 00:27:50,-3.8004,102.2655,76.64,85,99,3.11
374,Hithadhoo,MV,2022-01-28 00:24:40,-0.6,73.0833,81.07,69,99,14.2
375,Fortuna,US,2022-01-28 00:27:51,40.5982,-124.1573,60.85,70,0,4.0
376,Angoche,MZ,2022-01-28 00:27:51,-16.2325,39.9086,73.13,93,25,6.2
377,Chuy,UY,2022-01-28 00:27:51,-33.6971,-53.4616,65.88,67,62,7.61
378,Spring Hill,US,2022-01-28 00:24:15,28.4769,-82.5255,64.69,76,100,1.99
379,Ierissos,GR,2022-01-28 00:27:52,40.4,23.8833,38.43,61,5,3.98
380,Minot,US,2022-01-28 00:26:49,48.2325,-101.2963,11.39,66,0,6.91
381,Jinxiang,CN,2022-01-28 00:27:52,27.4327,120.6062,49.17,86,100,15.75
382,Kosino,RU,2022-01-28 00:27:53,58.4127,51.2782,0.93,97,94,5.1
383,Kattivakkam,IN,2022-01-28 00:27:53,13.2167,80.3167,79.07,81,56,12.95
384,Westport,US,2022-01-28 00:24:42,41.1415,-73.3579,32.76,73,75,8.99
385,Kentau,KZ,2022-01-28 00:27:54,43.5206,68.5094,34.66,38,45,9.84
386,Eureka,US,2022-01-28 00:27:54,40.8021,-124.1637,61.12,65,0,1.99
387,Yellowknife,CA,2022-01-28 00:23:03,62.456,-114.3525,-5.28,84,40,3.44
388,Airai,TL,2022-01-28 00:27:25,-8.9266,125.4092,67.86,71,99,3.29
389,Harper,LR,2022-01-28 00:27:55,4.375,-7.7169,79.02,81,28,6.44
390,Aklavik,CA,2022-01-28 00:27:55,68.2191,-135.0107,-11.2,70,75,4.61
391,Torbay,CA,2022-01-28 00:27:55,47.6666,-52.7314,20.57,87,100,11.5
392,Kaeo,NZ,2022-01-28 00:27:56,-35.1,173.7833,74.32,68,73,15.32
393,College,US,2022-01-28 00:27:56,64.8569,-147.8028,-6.41,74,100,3.44
394,Aquiraz,BR,2022-01-28 00:27:56,-3.9014,-38.3911,81.21,85,100,7.16
395,Katsuura,JP,2022-01-28 00:25:17,35.1333,140.3,47.1,97,100,9.01
396,Moose Factory,CA,2022-01-28 00:24:18,51.2585,-80.6094,-9.4,70,0,9.22
397,Acarau,BR,2022-01-28 00:23:48,-2.8856,-40.12,75.96,86,100,7.96
398,Acapulco,MX,2022-01-28 00:27:57,16.8634,-99.8901,82.22,74,0,11.5
399,Newport,GB,2022-01-28 00:24:49,51.5877,-2.9984,41.67,90,11,3.85
400,Mahanje,TZ,2022-01-28 00:27:57,-9.9333,35.3333,65.1,97,100,2.51
401,Arraial Do Cabo,BR,2022-01-28 00:24:31,-22.9661,-42.0278,82.26,65,0,19.57
402,Prince George,CA,2022-01-28 00:27:58,53.9166,-122.753,30.29,68,0,4.61
403,Fereydun Kenar,IR,2022-01-28 00:27:58,36.6864,52.5225,49.69,86,100,10.04
404,Maniitsoq,GL,2022-01-28 00:27:59,65.4167,-52.9,4.91,84,100,16.89
405,Upernavik,GL,2022-01-28 00:27:59,72.7868,-56.1549,0.81,95,67,25.21
406,Fez,MA,2022-01-28 00:28:00,34.0372,-4.9998,50.25,49,0,3.44
407,Talnakh,RU,2022-01-28 00:28:00,69.4865,88.3972,4.21,93,100,16.31
408,Neuquen,AR,2022-01-28 00:28:00,-38.9516,-68.0591,82.29,26,0,8.05
409,Carballo,ES,2022-01-28 00:28:01,43.213,-8.691,46.67,88,3,4.41
410,Dhidhdhoo,MV,2022-01-28 00:28:01,6.8833,73.1,78.98,65,30,8.41
411,Eidsvag,NO,2022-01-28 00:28:01,62.7767,8.0668,38.05,79,100,8.7
412,Lagoa,PT,2022-01-28 00:28:02,39.05,-27.9833,59.11,74,22,16.42
413,Kirkenaer,NO,2022-01-28 00:28:02,60.4564,12.0582,38.05,64,94,11.65
414,Kota Kinabalu,MY,2022-01-28 00:28:03,5.9749,116.0724,78.78,89,20,0.0
415,Sainte-Anne-Des-Monts,CA,2022-01-28 00:28:03,49.124,-66.4924,13.87,44,100,10.36
416,Balgazyn,RU,2022-01-28 00:28:03,51.0,95.2,-5.48,100,100,0.96
417,Bonanza,NI,2022-01-28 00:28:04,14.0289,-84.591,71.69,82,50,2.48
418,Flinders,AU,2022-01-28 00:28:04,-34.5833,150.8552,85.05,66,11,5.99
419,Bonthe,SL,2022-01-28 00:28:05,7.5264,-12.505,78.58,81,46,5.7
420,Sioux Lookout,CA,2022-01-28 00:29:05,50.1001,-91.917,-3.62,84,20,5.75
421,Mercedes,AR,2022-01-28 00:29:05,-34.6515,-59.4307,67.84,62,7,5.53
422,Tsaratanana,MG,2022-01-28 00:29:06,-16.7833,47.65,70.21,83,12,7.25
423,Bowen,AU,2022-01-28 00:31:59,-20.0167,148.2333,82.62,75,100,17.4
424,Mumford,GH,2022-01-28 00:35:40,5.2618,-0.759,78.4,87,6,5.95
425,Norman Wells,CA,2022-01-28 00:32:51,65.282,-126.8329,-0.36,78,100,3.44
426,Aykhal,RU,2022-01-28 00:33:16,66.0,111.5,-16.92,99,22,6.58
427,Mareeba,AU,2022-01-28 00:32:03,-17.0,145.4333,82.49,86,95,2.28
428,San Rafael,AR,2022-01-28 00:33:11,-34.6177,-68.3301,72.57,56,100,4.16
429,La Tuque,CA,2022-01-28 00:35:41,47.4334,-72.7824,8.85,78,100,6.91
430,Boras,SE,2022-01-28 00:35:41,57.721,12.9401,39.69,70,19,12.55
431,Fairbanks,US,2022-01-28 00:33:46,64.8378,-147.7164,-7.4,74,100,3.44
432,Vila,PT,2022-01-28 00:29:09,42.0304,-8.1588,42.93,76,2,4.47
433,Vardo,NO,2022-01-28 00:25:10,70.3705,31.1107,26.69,89,100,9.04
434,Bredasdorp,ZA,2022-01-28 00:29:10,-34.5322,20.0403,65.28,88,1,6.91
435,Lashio,MM,2022-01-28 00:29:10,22.9333,97.75,49.73,98,9,0.67
436,Barra Do Garcas,BR,2022-01-28 00:29:10,-15.89,-52.2567,72.52,96,66,4.21
437,Durban,ZA,2022-01-28 00:29:11,-29.8579,31.0292,79.92,93,85,3.24
438,Kaitangata,NZ,2022-01-28 00:25:39,-46.2817,169.8464,59.94,61,35,5.88
439,Tevriz,RU,2022-01-28 00:29:11,57.509,72.4042,5.22,98,79,4.76
440,Hofn,IS,2022-01-28 00:28:00,64.2539,-15.2082,32.74,99,100,4.45
441,Miracema Do Tocantins,BR,2022-01-28 00:29:12,-9.5618,-48.3967,72.5,92,100,1.63
442,Voi,KE,2022-01-28 00:29:12,-3.3945,38.563,69.6,87,71,3.98
443,Amapa,BR,2022-01-28 00:29:13,1.0,-52.0,71.28,100,100,1.88
444,Te Anau,NZ,2022-01-28 00:29:13,-45.4167,167.7167,69.4,40,69,1.52
445,Taltal,CL,2022-01-28 00:29:14,-25.4,-70.4833,67.51,77,1,6.38
446,La Union,PE,2022-01-28 00:29:14,-5.4,-80.75,75.16,69,56,14.14
447,Nuuk,GL,2022-01-28 00:29:14,64.1835,-51.7216,12.81,62,20,10.36
448,Bela,IN,2022-01-28 00:29:15,25.9333,81.9833,47.37,86,0,7.2
449,Krasnoselkup,RU,2022-01-28 00:29:15,65.7,82.4667,1.47,90,100,17.78
450,Barrow,US,2022-01-28 00:29:16,71.2906,-156.7887,-16.58,76,0,8.05
451,Nizwa,OM,2022-01-28 00:29:16,22.9333,57.5333,62.28,46,0,0.87
452,Georgetown,MY,2022-01-28 00:28:13,5.4112,100.3354,78.89,89,20,4.61
453,Banff,CA,2022-01-28 00:29:17,51.1762,-115.5698,33.03,58,50,9.22
454,San Carlos,VE,2022-01-28 00:29:17,9.6612,-68.5827,78.57,55,22,4.43
455,Mandapeta,IN,2022-01-28 00:29:17,16.8667,81.9333,64.81,86,6,6.31
456,Biak,ID,2022-01-28 00:29:18,-0.9131,122.8766,78.35,82,100,1.07
457,Praia Da Vitoria,PT,2022-01-28 00:29:18,38.7333,-27.0667,57.45,94,40,16.6
458,Ancud,CL,2022-01-28 00:24:24,-41.8697,-73.8203,72.93,79,0,4.85
459,Mahebourg,MU,2022-01-28 00:24:31,-20.4081,57.7,73.69,83,40,5.75
460,Antofagasta,CL,2022-01-28 00:25:26,-23.65,-70.4,65.98,79,77,6.49
461,Bagar,IN,2022-01-28 00:29:19,28.1874,75.5005,48.94,41,0,3.74
462,Hobyo,SO,2022-01-28 00:29:19,5.3505,48.5268,75.97,71,100,19.37
463,Boueni,YT,2022-01-28 00:29:19,-12.9025,45.0761,78.78,70,86,4.76
464,Luderitz,NA,2022-01-28 00:29:20,-26.6481,15.1594,67.59,74,0,22.17
465,Skibbereen,IE,2022-01-28 00:29:20,51.55,-9.2667,40.8,90,84,4.97
466,Coihaique,CL,2022-01-28 00:26:11,-45.5752,-72.0662,79.41,29,0,4.61
467,Cabo San Lucas,MX,2022-01-28 00:29:21,22.8909,-109.9124,75.51,51,20,8.05
468,Touros,BR,2022-01-28 00:36:46,-5.1989,-35.4608,77.9,81,100,7.07
469,Bathsheba,BB,2022-01-28 00:36:46,13.2167,-59.5167,74.01,83,20,6.91
470,Guarapari,BR,2022-01-28 00:36:46,-20.6667,-40.4975,78.89,85,0,12.91
471,Zhanaozen,KZ,2022-01-28 00:36:47,43.3,52.8,33.42,79,100,15.26
472,Kidodi,TZ,2022-01-28 00:36:47,-7.6036,37.0044,72.37,92,100,3.18
473,Penzance,GB,2022-01-28 00:36:48,50.1186,-5.5371,48.76,82,17,4.29
474,Carnarvon,AU,2022-01-28 00:36:48,-24.8667,113.6333,78.87,73,40,4.61
475,Ca Mau,VN,2022-01-28 00:36:49,9.1769,105.15,78.03,74,100,3.33
476,Clyde River,CA,2022-01-28 00:36:49,70.4692,-68.5914,-7.37,84,100,23.02
477,San Juan,AR,2022-01-28 00:36:49,-31.5375,-68.5364,71.19,68,20,6.69
478,Barranca,PE,2022-01-28 00:34:42,-10.75,-77.7667,70.38,83,100,6.53
479,Moberly,US,2022-01-28 00:34:08,39.4184,-92.4382,36.82,67,100,8.05
480,Buchanan,LR,2022-01-28 00:32:33,5.8808,-10.0467,78.26,83,66,6.4
481,Cuenca,EC,2022-01-28 00:36:50,-2.8833,-78.9833,59.13,88,75,4.61
482,Bossangoa,CF,2022-01-28 00:31:58,6.4926,17.4552,68.76,28,0,3.02
483,Luwuk,ID,2022-01-28 00:36:51,-0.9516,122.7875,81.63,82,100,1.92
484,Altagracia De Orituco,VE,2022-01-28 00:36:51,9.8601,-66.3814,69.03,88,19,5.75
485,Hazorasp,UZ,2022-01-28 00:36:52,41.3194,61.0742,33.64,62,100,7.4
486,Peniche,PT,2022-01-28 00:36:52,39.3558,-9.3811,54.45,59,0,10.42
487,Nancha,CN,2022-01-28 00:36:53,47.1333,129.2667,4.1,79,95,4.5
488,Pokrovsk,UA,2022-01-28 00:36:53,48.282,37.1758,7.9,99,90,6.24
489,Shvartsevskiy,RU,2022-01-28 00:36:54,54.0961,37.9917,8.33,94,71,12.12
490,Mastic Beach,US,2022-01-28 00:36:55,40.7668,-72.8521,32.99,69,75,1.01
491,Moerai,PF,2022-01-28 00:36:55,-22.4333,-151.3333,79.93,77,12,14.47
492,Salalah,OM,2022-01-28 00:36:55,17.0151,54.0924,71.69,68,20,2.3
493,Palmer,US,2022-01-28 00:32:45,42.1584,-72.3287,22.42,57,75,3.0
494,Denpasar,ID,2022-01-28 00:36:56,-8.65,115.2167,80.26,83,75,4.61
495,Rabo De Peixe,PT,2022-01-28 00:36:56,37.8,-25.5833,55.27,95,20,8.05
496,Constitucion,CL,2022-01-28 00:36:57,-35.3333,-72.4167,59.67,93,36,5.12
497,Terrace Bay,CA,2022-01-28 00:36:57,48.7834,-87.1,-0.78,90,6,10.4
498,Renqiu,CN,2022-01-28 00:36:58,38.6989,116.0936,26.19,34,26,2.66
499,Saint-Georges,GD,2022-01-28 00:36:58,12.0564,-61.7485,74.88,88,75,11.5
500,Altamira,BR,2022-01-28 00:36:58,-3.2033,-52.2064,70.5,99,95,1.12
501,Yumen,CN,2022-01-28 00:36:59,40.2833,97.2,17.44,43,4,6.33
502,Ishigaki,JP,2022-01-28 00:36:59,24.3448,124.1572,73.53,83,75,16.11
503,Shwebo,MM,2022-01-28 00:36:59,22.5667,95.7,60.87,84,5,4.16
504,Walvis Bay,NA,2022-01-28 00:37:00,-22.9575,14.5053,63.55,88,40,4.61
505,Saint-Raymond,CA,2022-01-28 00:33:13,45.467,-73.6095,23.86,81,100,4.61
506,Trairi,BR,2022-01-28 00:37:00,-3.2778,-39.2689,74.73,91,100,5.86
507,Codrington,AU,2022-01-28 00:37:01,-38.2667,141.9667,70.61,78,74,6.42
508,Tuatapere,NZ,2022-01-28 00:37:01,-46.1333,167.6833,66.81,40,100,5.95
509,Baiyin,CN,2022-01-28 00:37:01,36.5583,104.2081,13.08,82,100,4.0
510,Halifax,CA,2022-01-28 00:33:58,44.6453,-63.5724,17.65,75,20,1.01
511,Mahajanga,MG,2022-01-28 00:36:13,-15.7167,46.3167,75.22,94,20,4.61
512,Paamiut,GL,2022-01-28 00:38:02,61.994,-49.6678,2.23,87,71,10.83
513,Geraldton,AU,2022-01-28 00:38:03,-28.7667,114.6,84.61,37,0,13.8
514,Chapais,CA,2022-01-28 00:38:03,49.7834,-74.8492,4.78,96,100,10.18
515,Lompoc,US,2022-01-28 00:38:03,34.6391,-120.4579,66.42,39,0,13.8
516,Half Moon Bay,US,2022-01-28 00:38:04,37.4636,-122.4286,67.08,56,0,0.0
517,Yangshe,CN,2022-01-28 00:38:04,31.8899,120.6052,39.99,76,100,1.01
518,Yuli,NG,2022-01-28 00:38:04,9.6989,10.2744,66.79,35,0,9.31
519,Yaan,NG,2022-01-28 00:38:05,7.3833,8.5667,76.44,21,2,6.6
520,Nikolskoye,RU,2022-01-28 00:38:05,59.7035,30.7861,27.39,96,100,8.46
521,Kushmurun,KZ,2022-01-28 00:38:05,52.4503,64.6311,6.93,96,100,3.15
522,Botelhos,BR,2022-01-28 00:34:46,-21.6333,-46.395,64.81,94,100,0.09
523,Talagang,PK,2022-01-28 00:38:06,32.9297,72.4158,42.51,39,0,3.27
524,Santiago,CL,2022-01-28 00:33:52,-33.4569,-70.6483,71.29,52,0,11.5
525,Naryan-Mar,RU,2022-01-28 00:38:06,67.6713,53.087,8.58,95,96,12.48
526,Berezovka,BY,2022-01-28 00:38:07,53.7214,25.4993,33.51,98,100,15.32
527,Leningradskiy,RU,2022-01-28 00:38:07,69.3833,178.4167,-17.75,95,25,2.3
528,Dmitriyevka,RU,2022-01-28 00:37:04,54.75,55.3333,-2.65,100,85,3.74
529,Mbalmayo,CM,2022-01-28 00:38:08,3.5167,11.5,71.92,99,19,3.85
530,Grand Forks,US,2022-01-28 00:37:48,47.9417,-97.4337,-0.72,92,100,5.73
531,Karpogory,RU,2022-01-28 00:38:08,64.0019,44.4451,12.11,93,100,7.02
532,Jieshi,CN,2022-01-28 00:38:09,22.8134,115.8257,65.95,84,100,18.88
533,Beringovskiy,RU,2022-01-28 00:36:01,63.05,179.3167,4.42,94,100,3.0
534,Suyan,PH,2022-01-28 00:38:09,6.0603,125.3853,83.61,70,8,4.56
535,Baghdad,IQ,2022-01-28 00:38:09,33.3406,44.4009,44.51,57,0,5.75
536,Pisco,PE,2022-01-28 00:38:10,-13.7,-76.2167,68.05,77,75,20.71
537,Oktyabrskoye,RU,2022-01-28 00:38:10,43.0645,44.7417,21.34,100,97,4.47
538,Laurel,US,2022-01-28 00:33:25,39.0993,-76.8483,34.56,60,75,1.01
539,San Joaquin,US,2022-01-28 00:38:11,37.9333,-121.3011,65.28,45,0,3.44
540,Natal,BR,2022-01-28 00:38:03,-5.795,-35.2094,79.02,89,40,2.3
541,Kati,ML,2022-01-28 00:38:11,12.7441,-8.0726,74.61,14,3,2.04
542,Vilani,LV,2022-01-28 00:38:12,56.5525,26.9245,34.7,93,100,14.74
543,Ribeira Grande,PT,2022-01-28 00:38:12,38.5167,-28.7,57.6,77,20,10.36
544,Birobidzhan,RU,2022-01-28 00:38:13,48.8,132.95,-0.96,86,100,2.64
545,North Bend,US,2022-01-28 00:38:13,43.4065,-124.2243,54.25,90,0,4.61
546,Olinda,BR,2022-01-28 00:38:14,-8.0089,-34.8553,82.13,74,0,4.61
547,Atbasar,KZ,2022-01-28 00:38:14,51.8,68.3333,-1.44,97,100,4.94
548,Laguna,US,2022-01-28 00:35:53,38.421,-121.4238,66.04,42,0,0.0
549,Alexandria,EG,2022-01-28 00:36:57,31.2156,29.9553,48.74,76,40,9.22
550,Margate,GB,2022-01-28 00:38:15,51.3813,1.3862,44.31,85,58,1.99
551,Scarborough,GB,2022-01-28 00:36:46,54.2797,-0.4044,43.52,86,100,1.01
552,Ostrovnoy,RU,2022-01-28 00:36:09,68.0531,39.5131,17.26,90,100,9.57
553,Waipawa,NZ,2022-01-28 00:38:15,-41.4122,175.5153,64.92,48,30,7.78
554,Dumas,US,2022-01-28 00:38:16,35.8656,-101.9732,38.62,64,40,19.57
555,Kohima,IN,2022-01-28 00:38:16,25.6667,94.1167,43.0,95,27,0.96
556,Koungou,YT,2022-01-28 00:38:16,-12.7336,45.2042,78.51,78,0,4.61
557,Jaciara,BR,2022-01-28 00:38:17,-15.9653,-54.9683,71.85,93,100,3.15
558,Yuancheng,CN,2022-01-28 00:38:17,36.652,107.7896,26.31,45,100,2.93
559,Isangel,VU,2022-01-28 00:39:18,-19.55,169.2667,87.91,70,75,6.91
560,Cayenne,GF,2022-01-28 00:39:18,4.9333,-52.3333,71.64,100,40,0.0
561,Atar,MR,2022-01-28 00:39:18,20.5169,-13.0499,64.63,38,100,6.11
562,Arrifes,PT,2022-01-28 00:39:19,37.7667,-25.7,54.23,82,20,8.05
563,Velikiy Ustyug,RU,2022-01-28 00:39:19,60.7644,46.3106,6.76,95,100,6.82
564,Mao,ES,2022-01-28 00:39:19,39.8885,4.2658,45.16,100,0,8.05
565,Haicheng,CN,2022-01-28 00:39:20,40.8516,122.7475,15.53,45,0,4.16
566,Broken Hill,AU,2022-01-28 00:39:20,-31.95,141.4333,89.31,51,24,16.11
567,Soe,ID,2022-01-28 00:39:21,-9.8607,124.284,75.78,67,100,9.78
568,Killybegs,IE,2022-01-28 00:39:21,54.6333,-8.45,40.44,84,100,6.49
569,Saskylakh,RU,2022-01-28 00:38:26,71.9167,114.0833,4.26,89,86,14.88
570,Evensk,RU,2022-01-28 00:36:46,61.95,159.2333,19.63,82,100,36.53
571,Iqaluit,CA,2022-01-28 00:36:18,63.7506,-68.5145,-9.31,69,100,0.0
572,Leshan,CN,2022-01-28 00:39:22,29.5623,103.7639,41.25,92,100,8.37
573,Ust-Ilimsk,RU,2022-01-28 00:39:23,58.0006,102.6619,-16.55,100,97,2.15
574,Dunedin,NZ,2022-01-28 00:39:23,-45.8742,170.5036,62.8,61,15,13.0
575,Hualmay,PE,2022-01-28 00:39:24,-11.0964,-77.6139,70.39,85,100,8.59
576,Kungurtug,RU,2022-01-28 00:39:24,50.5994,97.5228,-18.6,97,100,1.54
577,Barentu,ER,2022-01-28 00:39:24,15.1139,37.5928,60.78,76,0,4.45
578,Shache,CN,2022-01-28 00:39:25,38.4167,77.2406,20.7,54,0,0.85
579,Nome,US,2022-01-28 00:39:25,64.5011,-165.4064,-3.84,70,0,0.0
580,Betlitsa,RU,2022-01-28 00:39:26,54.0095,33.9588,21.22,95,100,10.94
581,Tierralta,CO,2022-01-28 00:39:26,8.1736,-76.0592,74.77,93,87,6.38
582,Smithers,CA,2022-01-28 00:39:26,54.7804,-127.1743,25.12,74,75,3.44
583,Verkhnyaya Inta,RU,2022-01-28 00:39:27,65.9811,60.3094,4.46,92,98,9.98
