City ID,City,Country,Date,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Description
240,Warrington,GB,2022-01-29 20:48:44,53.3925,-2.5802,42.62,46.87,77,75,5.99,broken clouds
241,Mukhen,RU,2022-01-29 20:48:45,48.1,136.1,-13.92,-13.92,97,100,3.76,overcast clouds
242,Nizhyn,UA,2022-01-29 20:48:45,51.048,31.8869,24.96,24.96,93,100,9.64,overcast clouds
243,Motril,ES,2022-01-29 20:48:46,36.7507,-3.5179,50.5,58.05,28,0,9.19,clear sky
244,Zhangzhou,CN,2022-01-29 20:48:46,24.5133,117.6556,57.13,57.13,87,100,1.32,light rain
245,Morondava,MG,2022-01-29 20:48:47,-20.2833,44.2833,81.39,81.39,77,3,11.48,clear sky
246,Aksha,RU,2022-01-29 20:48:47,50.2814,113.2867,-13.29,-13.29,99,29,2.95,scattered clouds
247,Hofn,IS,2022-01-29 20:48:47,64.2539,-15.2082,24.82,24.82,63,0,6.91,clear sky
248,Tongzi,CN,2022-01-29 20:48:48,28.7829,105.0877,38.71,38.71,89,19,2.51,few clouds
249,Laguna,US,2022-01-29 20:44:46,38.421,-121.4238,54.91,67.64,53,0,3.0,clear sky
250,Mgandu,TZ,2022-01-29 20:48:48,-5.95,34.1333,61.45,61.45,98,100,3.27,overcast clouds
251,Goma,CD,2022-01-29 20:48:48,-1.6792,29.2228,64.92,64.92,75,71,3.62,broken clouds
252,Coquimbo,CL,2022-01-29 20:48:49,-29.9533,-71.3436,67.73,67.73,68,20,13.8,few clouds
253,Santo Antonio Do Leverger,BR,2022-01-29 20:48:50,-15.8656,-56.0767,80.98,80.98,95,100,2.46,overcast clouds
254,Lac-Megantic,CA,2022-01-29 20:48:50,45.5834,-70.8823,-1.28,6.82,92,100,11.5,light snow
255,Cornwall,CA,2022-01-29 20:48:44,45.0181,-74.7281,6.04,10.71,43,0,10.36,clear sky
256,Miri,MY,2022-01-29 20:48:50,4.4148,114.0089,78.1,78.94,94,40,0.0,scattered clouds
257,Galesong,ID,2022-01-29 20:48:51,-5.3166,119.3661,73.42,73.42,82,100,5.5,overcast clouds
258,Sarangani,PH,2022-01-29 20:48:51,5.4033,125.4636,80.71,80.71,75,86,7.43,overcast clouds
259,Ales,FR,2022-01-29 20:48:51,44.1333,4.0833,39.24,43.25,73,24,6.46,few clouds
260,Weston,US,2022-01-29 20:44:42,26.1004,-80.3998,56.01,61.02,40,0,1.99,clear sky
261,Vysokogornyy,RU,2022-01-29 20:48:52,50.1167,139.15,-20.43,-20.43,100,93,3.27,overcast clouds
262,Bengkulu,ID,2022-01-29 20:48:52,-3.8004,102.2655,75.88,75.88,91,100,4.25,heavy intensity rain
263,Myitkyina,MM,2022-01-29 20:48:52,25.3833,97.4,49.98,49.98,76,1,2.59,clear sky
264,Avera,US,2022-01-29 20:48:53,33.194,-82.5271,39.9,43.92,22,0,13.87,clear sky
265,Katsuura,JP,2022-01-29 20:47:44,35.1333,140.3,38.1,41.14,83,43,14.03,scattered clouds
266,Husavik,IS,2022-01-29 20:48:53,66.0449,-17.3389,33.71,33.71,77,32,19.26,scattered clouds
267,Bilibino,RU,2022-01-29 20:48:54,68.0546,166.4372,-4.36,-4.36,87,100,2.8,overcast clouds
268,Baruun-Urt,MN,2022-01-29 20:48:54,46.6806,113.2792,-8.36,-8.36,88,16,2.33,few clouds
269,Georgetown,MY,2022-01-29 20:46:59,5.4112,100.3354,76.95,81.9,90,20,1.99,few clouds
270,Warner Robins,US,2022-01-29 20:48:55,32.621,-83.5999,40.44,44.76,20,0,21.85,clear sky
271,Yarmouth,US,2022-01-29 20:48:55,41.7057,-70.2286,17.65,26.96,96,100,37.36,snow
272,Itaqui,BR,2022-01-29 20:48:55,-29.1253,-56.5531,90.45,90.45,19,0,15.7,clear sky
273,Vardo,NO,2022-01-29 20:44:35,70.3705,31.1107,21.31,21.31,78,93,0.96,overcast clouds
274,Mackenzie,CA,2022-01-29 20:48:56,55.2999,-123.1698,28.62,28.62,93,100,11.5,overcast clouds
275,Caborca,MX,2022-01-29 20:49:56,30.5838,-111.101,70.21,70.21,19,0,1.39,clear sky
276,Nkowakowa,ZA,2022-01-29 20:49:57,-23.8878,30.2871,62.65,62.65,87,100,4.21,overcast clouds
277,Mahibadhoo,MV,2022-01-29 20:49:57,3.7833,72.9667,81.55,81.55,69,8,9.86,clear sky
278,Muromtsevo,RU,2022-01-29 20:49:58,56.3724,75.2418,2.89,2.89,89,100,6.49,overcast clouds
279,Baraki Barak,AF,2022-01-29 20:49:58,33.9675,68.9486,14.63,14.63,76,0,3.4,clear sky
280,Rizhao,CN,2022-01-29 20:49:58,35.4275,119.4553,29.32,29.32,44,98,4.97,overcast clouds
281,Aykhal,RU,2022-01-29 20:49:59,66.0,111.5,-20.33,-20.33,99,33,5.26,scattered clouds
282,Borovskoy,KZ,2022-01-29 20:49:59,53.8,64.15,5.16,5.16,94,100,4.7,overcast clouds
283,Port Lincoln,AU,2022-01-29 20:49:59,-34.7333,135.8667,65.14,65.14,88,32,12.95,scattered clouds
284,Freeport,US,2022-01-29 20:50:00,40.6576,-73.5832,13.96,19.98,77,100,7.0,haze
285,Kushchevskaya,RU,2022-01-29 20:50:00,46.5564,39.6386,34.52,34.86,97,100,13.24,overcast clouds
286,Ilulissat,GL,2022-01-29 20:50:01,69.2167,-51.1,6.42,6.42,72,100,15.97,overcast clouds
287,Valparaiso,CL,2022-01-29 20:45:16,-33.0393,-71.6273,67.12,75.43,56,20,13.8,few clouds
288,Namibe,AO,2022-01-29 20:50:01,-15.1961,12.1522,72.28,72.28,76,100,6.69,overcast clouds
289,Chapais,CA,2022-01-29 20:50:02,49.7834,-74.8492,-2.42,-2.42,88,6,2.3,clear sky
290,Iquitos,PE,2022-01-29 20:50:02,-3.7481,-73.2472,91.44,91.44,46,40,10.36,scattered clouds
291,Mirwah,YE,2022-01-29 20:50:03,13.9228,43.9176,63.93,63.93,85,15,1.88,few clouds
292,Santa Rosa,PH,2022-01-29 20:50:03,14.3122,121.1114,76.86,80.11,89,3,2.39,clear sky
293,Raudeberg,NO,2022-01-29 20:50:03,61.9875,5.1352,37.96,39.87,75,100,49.37,overcast clouds
294,Vagur,FO,2022-01-29 20:50:04,61.4732,-6.8119,37.36,37.36,59,49,25.19,scattered clouds
295,Okhotsk,RU,2022-01-29 20:50:04,59.3833,143.3,13.48,13.48,81,100,14.61,overcast clouds
296,Kadirli,TR,2022-01-29 20:50:05,37.3739,36.0961,38.41,38.41,70,100,6.55,overcast clouds
297,Ulaanbaatar,MN,2022-01-29 20:45:40,47.9077,106.8832,-20.07,-20.07,76,0,6.71,clear sky
298,Sun City West,US,2022-01-29 20:50:05,33.662,-112.3413,67.19,72.84,16,0,3.0,clear sky
299,Beinamar,TD,2022-01-29 20:50:06,8.6698,15.3813,75.72,75.72,15,4,8.63,clear sky
300,Wajid,SO,2022-01-29 20:50:06,3.8093,43.2471,78.21,78.21,26,9,12.71,clear sky
301,Turukhansk,RU,2022-01-29 20:50:06,65.8167,87.9833,2.05,2.05,95,100,10.02,overcast clouds
302,Aripuana,BR,2022-01-29 20:48:22,-9.1667,-60.6333,72.32,72.32,99,100,2.82,overcast clouds
303,Cayenne,GF,2022-01-29 20:50:07,4.9333,-52.3333,77.04,80.1,76,100,4.61,overcast clouds
304,Cabedelo,BR,2022-01-29 20:49:32,-6.9811,-34.8339,81.27,81.27,78,62,9.06,broken clouds
305,Pakxe,LA,2022-01-29 20:50:07,15.1167,105.7833,75.61,75.61,54,76,2.75,broken clouds
306,Saint George,US,2022-01-29 20:49:01,37.1041,-113.5841,48.79,64.87,17,0,1.99,clear sky
307,Imeni Poliny Osipenko,RU,2022-01-29 20:50:08,52.4201,136.4853,-15.38,-15.38,99,100,3.27,overcast clouds
308,Nouakchott,MR,2022-01-29 20:50:08,18.0858,-15.9785,69.73,69.73,63,100,15.3,overcast clouds
309,Vila Franca Do Campo,PT,2022-01-29 20:45:28,37.7167,-25.4333,57.61,59.2,74,58,8.97,broken clouds
310,Comodoro Rivadavia,AR,2022-01-29 20:50:09,-45.8667,-67.5,91.26,91.26,7,0,24.16,clear sky
311,Durusu,TR,2022-01-29 20:50:09,41.3053,28.6767,33.78,40.14,83,82,4.0,broken clouds
312,Cacu,BR,2022-01-29 20:50:10,-18.5567,-51.1308,75.25,75.25,87,100,5.14,overcast clouds
313,Nishihara,JP,2022-01-29 20:50:10,26.1842,127.7558,59.68,61.88,94,100,9.22,overcast clouds
314,Trapani,IT,2022-01-29 20:47:58,37.8333,12.6667,42.24,51.98,66,20,9.22,few clouds
315,Ara,IN,2022-01-29 20:50:11,25.5667,84.6667,46.29,46.29,71,0,7.49,clear sky
316,Kajaani,FI,2022-01-29 20:50:11,64.2273,27.7285,24.85,24.85,93,100,13.8,snow
317,Denpasar,ID,2022-01-29 20:47:49,-8.65,115.2167,77.72,78.46,94,75,4.61,broken clouds
318,Naze,JP,2022-01-29 20:50:12,28.3667,129.4833,56.79,56.79,78,100,13.96,overcast clouds
319,Okakarara,NA,2022-01-29 20:50:12,-20.5833,17.4333,68.05,68.05,80,100,7.63,moderate rain
320,Victoria,HK,2022-01-29 20:48:21,22.2855,114.1577,53.56,60.24,86,100,1.01,overcast clouds
321,Kahramanmaras,TR,2022-01-29 20:50:12,38.0,37.0,12.33,12.33,97,100,1.79,overcast clouds
322,Acajutla,SV,2022-01-29 20:50:41,13.5928,-89.8275,88.81,88.81,54,28,9.19,scattered clouds
323,Rocha,UY,2022-01-29 20:51:13,-34.4833,-54.3333,74.93,74.93,59,8,12.17,clear sky
324,Bagdarin,RU,2022-01-29 20:51:13,54.4333,113.6,-15.7,-15.7,96,9,3.98,clear sky
325,Havoysund,NO,2022-01-29 20:51:14,70.9963,24.6622,18.48,18.48,78,96,17.43,light snow
326,Salinopolis,BR,2022-01-29 20:51:14,-0.6136,-47.3561,75.4,75.4,90,100,5.86,moderate rain
327,Severnyy,RU,2022-01-29 20:51:14,50.677,36.5532,30.24,30.24,100,100,11.18,snow
328,Pokhara,NP,2022-01-29 20:51:15,28.2333,83.9833,45.97,45.97,71,9,3.74,clear sky
329,Spokane,US,2022-01-29 20:50:59,47.6166,-117.3677,25.21,31.41,76,100,1.01,overcast clouds
330,Goderich,CA,2022-01-29 20:48:57,43.7501,-81.7165,13.91,16.92,73,89,5.75,overcast clouds
331,Meulaboh,ID,2022-01-29 20:51:15,4.1363,96.1285,77.54,77.54,87,78,2.89,broken clouds
332,Ponta Do Sol,PT,2022-01-29 20:51:16,32.6667,-17.1,60.12,65.03,68,25,5.06,scattered clouds
333,Tornio,FI,2022-01-29 20:51:16,65.8481,24.1466,23.02,23.02,93,100,12.35,overcast clouds
334,Broome,US,2022-01-29 20:48:23,42.2506,-75.833,7.65,14.0,59,0,8.99,clear sky
335,Boa Vista,BR,2022-01-29 20:51:17,2.8197,-60.6733,89.58,89.58,43,75,9.22,light rain
336,Charters Towers,AU,2022-01-29 20:51:17,-20.1,146.2667,72.81,72.81,83,0,7.09,clear sky
337,Longyearbyen,SJ,2022-01-29 20:50:10,78.2186,15.6401,8.44,8.44,66,0,14.97,clear sky
338,Snasa,NO,2022-01-29 20:51:18,64.2457,12.3778,34.93,34.93,99,100,4.12,snow
339,Srivardhan,IN,2022-01-29 20:51:18,18.0333,73.0167,69.91,69.91,54,5,4.0,clear sky
340,Bathsheba,BB,2022-01-29 20:51:18,13.2167,-59.5167,81.21,81.21,65,40,17.27,scattered clouds
341,Luderitz,NA,2022-01-29 20:51:19,-26.6481,15.1594,67.57,67.57,80,73,8.81,broken clouds
342,Kibungo,RW,2022-01-29 20:51:19,-2.1597,30.5427,68.92,68.92,74,85,1.25,overcast clouds
343,Bambous Virieux,MU,2022-01-29 20:51:20,-20.3428,57.7575,79.21,80.85,78,40,9.22,scattered clouds
344,Cabra,ES,2022-01-29 20:51:20,37.4725,-4.4421,43.9,45.84,36,0,3.62,clear sky
345,Cabo San Lucas,MX,2022-01-29 20:51:20,22.8909,-109.9124,74.14,79.61,56,23,5.99,few clouds
346,Atherton,GB,2022-01-29 20:51:21,53.5237,-2.4935,41.49,46.29,75,30,4.0,scattered clouds
347,Porto Novo,BJ,2022-01-29 20:51:21,6.4965,2.6036,84.02,84.02,68,32,3.56,scattered clouds
348,Plettenberg Bay,ZA,2022-01-29 20:51:21,-34.0527,23.3716,64.99,64.99,90,8,4.05,clear sky
349,Yavaros,MX,2022-01-29 20:51:22,26.7,-109.5167,77.45,77.45,38,0,8.57,clear sky
350,Kaiyuan,CN,2022-01-29 20:51:22,23.6977,103.3037,46.85,46.85,92,0,2.93,clear sky
351,Caravelas,BR,2022-01-29 20:51:23,-17.7125,-39.2481,79.68,79.68,80,0,10.56,clear sky
352,Eyl,SO,2022-01-29 20:51:23,7.9803,49.8164,74.86,74.86,68,74,21.0,broken clouds
353,Bonavista,CA,2022-01-29 20:47:40,48.6499,-53.1147,30.2,34.12,87,100,22.75,overcast clouds
354,Santa Isabel Do Rio Negro,BR,2022-01-29 20:51:24,-0.4139,-65.0192,81.3,81.3,84,100,1.66,light rain
355,Yerbogachen,RU,2022-01-29 20:51:24,61.2767,108.0108,-21.59,-21.59,100,85,3.29,overcast clouds
356,Peniche,PT,2022-01-29 20:51:24,39.3558,-9.3811,51.08,58.73,50,6,9.42,clear sky
357,Sayat,TM,2022-01-29 20:51:25,38.7839,63.8803,33.67,33.67,55,93,9.28,overcast clouds
358,Galle,LK,2022-01-29 20:51:25,6.0367,80.217,78.33,78.33,85,100,6.46,overcast clouds
359,Trofors,NO,2022-01-29 20:51:25,65.5333,13.4063,30.02,36.75,96,100,4.59,overcast clouds
360,Batagay-Alyta,RU,2022-01-29 20:51:26,67.8006,130.4114,-19.93,-19.93,95,66,5.06,broken clouds
361,Churapcha,RU,2022-01-29 20:51:26,62.0025,132.4325,-38.65,-38.65,100,80,2.73,broken clouds
362,Kalvarija,LT,2022-01-29 20:51:27,54.4,23.2333,34.54,34.54,96,100,24.74,light snow
363,Buique,BR,2022-01-29 20:51:27,-8.6231,-37.1558,67.01,67.01,81,100,2.75,overcast clouds
364,Okha,RU,2022-01-29 20:51:27,53.5739,142.9478,-15.23,-15.23,95,87,8.61,overcast clouds
365,Harper,LR,2022-01-29 20:47:01,4.375,-7.7169,79.97,79.97,86,61,6.2,broken clouds
366,Garowe,SO,2022-01-29 20:51:28,8.4054,48.4845,67.66,67.66,75,91,17.72,overcast clouds
367,Birjand,IR,2022-01-29 20:51:28,32.8663,59.2211,34.27,34.27,40,0,4.61,clear sky
368,Port Hedland,AU,2022-01-29 20:51:18,-20.3167,118.5667,82.45,82.45,74,40,2.3,scattered clouds
369,Kruisfontein,ZA,2022-01-29 20:52:29,-34.0033,24.7314,64.89,64.89,90,0,4.68,clear sky
370,Benito Juarez,MX,2022-01-29 20:52:29,19.385,-99.165,65.84,71.42,35,20,4.0,few clouds
371,Luena,AO,2022-01-29 20:52:29,-11.7833,19.9167,62.67,62.67,95,100,3.18,overcast clouds
372,Touros,BR,2022-01-29 20:48:51,-5.1989,-35.4608,81.5,81.5,77,95,10.31,overcast clouds
373,Rancho Palos Verdes,US,2022-01-29 20:52:30,33.7445,-118.387,61.72,70.0,22,100,1.01,overcast clouds
374,Yamada,JP,2022-01-29 20:52:30,39.4667,141.95,25.83,25.83,54,2,6.78,clear sky
375,Kavaratti,IN,2022-01-29 20:52:31,10.5669,72.642,80.51,80.51,74,75,6.06,broken clouds
376,Huarmey,PE,2022-01-29 20:52:31,-10.0681,-78.1522,74.57,74.57,74,27,10.47,scattered clouds
377,Brokopondo,SR,2022-01-29 20:52:31,4.75,-55.1667,81.39,81.39,70,78,8.52,broken clouds
378,Ewa Beach,US,2022-01-29 20:52:32,21.3156,-158.0072,76.37,80.55,56,0,10.0,clear sky
379,Kurchum,KZ,2022-01-29 20:52:32,48.5722,83.6542,-6.09,-6.09,87,100,3.31,overcast clouds
380,Beberibe,BR,2022-01-29 20:52:33,-4.1797,-38.1306,84.24,84.24,79,92,7.74,overcast clouds
381,Rurrenabaque,BO,2022-01-29 20:52:33,-14.4413,-67.5278,78.62,78.62,93,63,0.98,broken clouds
382,Kolpny,RU,2022-01-29 20:52:33,52.2282,37.0368,28.26,28.26,96,100,10.04,light snow
383,Dakar,SN,2022-01-29 20:48:14,14.6937,-17.4441,70.68,71.73,73,0,13.8,clear sky
384,El Ocotito,MX,2022-01-29 20:52:34,17.25,-99.5667,88.41,88.41,32,47,6.06,scattered clouds
385,Mastic Beach,US,2022-01-29 20:52:34,40.7668,-72.8521,12.88,18.19,89,100,7.0,haze
386,Gorele,TR,2022-01-29 20:52:34,41.0308,39.0031,42.24,42.24,66,100,6.53,overcast clouds
387,Iberia,US,2022-01-29 20:50:52,29.9502,-91.7507,52.99,56.05,18,0,3.44,clear sky
388,Hithadhoo,MV,2022-01-29 20:52:35,-0.6,73.0833,80.87,80.87,67,89,3.11,overcast clouds
389,Mersing,MY,2022-01-29 20:52:35,2.4312,103.8405,73.31,73.31,94,58,3.44,broken clouds
390,Kirakira,SB,2022-01-29 20:52:36,-10.4544,161.9205,81.48,81.48,84,100,8.28,light rain
391,San Carlos De Bariloche,AR,2022-01-29 20:52:36,-41.1456,-71.3082,72.25,75.43,33,0,25.32,clear sky
392,Rundu,NA,2022-01-29 20:52:37,-17.9333,19.7667,67.84,67.84,93,99,7.58,light rain
393,Filingue,NE,2022-01-29 20:52:37,14.3521,3.3168,72.18,72.18,13,35,11.56,scattered clouds
394,Camara De Lobos,PT,2022-01-29 20:52:37,32.6333,-16.9667,60.12,65.03,81,40,4.0,scattered clouds
395,Palafrugell,ES,2022-01-29 20:52:38,41.9174,3.1631,41.83,47.14,73,0,4.61,clear sky
396,Mayumba,GA,2022-01-29 20:52:38,-3.432,10.6554,77.54,77.54,90,72,3.2,broken clouds
397,Timberlake,US,2022-01-29 20:52:38,37.3207,-79.2575,24.8,31.64,33,0,4.0,clear sky
398,Blackwater,AU,2022-01-29 20:52:39,-23.5833,148.8833,74.21,74.21,67,9,4.9,clear sky
399,Souillac,MU,2022-01-29 20:52:39,-20.5167,57.5167,79.36,80.98,78,40,9.22,scattered clouds
400,Severobaykalsk,RU,2022-01-29 20:52:40,55.65,109.3167,-11.45,-11.45,92,43,4.52,scattered clouds
401,Potiskum,NG,2022-01-29 20:52:40,11.7091,11.0694,64.67,64.67,17,77,12.01,broken clouds
402,Mandan,US,2022-01-29 20:52:40,46.8267,-100.8896,33.58,34.99,70,0,19.57,clear sky
403,Celestun,MX,2022-01-29 20:52:41,20.8667,-90.4,71.19,71.19,54,76,17.58,broken clouds
404,Knysna,ZA,2022-01-29 20:52:41,-34.0363,23.0471,64.78,64.78,93,5,4.72,clear sky
405,Apatity,RU,2022-01-29 20:52:42,67.5641,33.4031,4.37,4.37,96,89,3.04,overcast clouds
406,Fonte Boa,BR,2022-01-29 20:52:42,-2.4959,-66.2662,79.43,79.43,94,100,1.74,overcast clouds
407,Kieta,PG,2022-01-29 20:52:42,-6.2167,155.6333,79.07,79.07,88,100,8.63,light rain
408,Rudnaya Pristan,RU,2022-01-29 20:52:43,44.3614,135.8116,6.33,6.33,60,4,13.13,clear sky
409,Talnakh,RU,2022-01-29 20:52:43,69.4865,88.3972,-0.89,-0.89,97,100,9.53,overcast clouds
410,Whitecourt,CA,2022-01-29 20:52:44,54.1502,-115.6855,34.84,34.84,55,75,3.44,broken clouds
411,Tutoia,BR,2022-01-29 20:52:44,-2.7619,-42.2744,84.18,84.18,80,100,5.57,moderate rain
412,Biak,ID,2022-01-29 20:52:44,-0.9131,122.8766,76.35,76.35,79,98,3.31,overcast clouds
413,Andenes,NO,2022-01-29 20:52:45,69.3143,16.1194,26.58,26.58,63,100,18.41,overcast clouds
414,Gorontalo,ID,2022-01-29 20:52:45,0.5412,123.0595,74.03,74.03,94,99,3.33,overcast clouds
415,Uyar,RU,2022-01-29 20:53:46,55.81,94.3153,-12.57,-12.57,98,53,4.12,broken clouds
416,Lazaro Cardenas,MX,2022-01-29 20:53:46,17.9583,-102.2,83.53,83.53,58,0,9.26,clear sky
417,Vila Velha,BR,2022-01-29 20:53:39,-20.3297,-40.2925,80.94,84.15,83,20,10.0,few clouds
418,Vila,PT,2022-01-29 20:53:47,42.0304,-8.1588,30.74,43.93,40,5,4.56,clear sky
419,Nichinan,JP,2022-01-29 20:53:47,31.6,131.3667,43.75,43.75,75,100,7.67,overcast clouds
420,Tocopilla,CL,2022-01-29 20:53:47,-22.092,-70.1979,68.81,68.81,72,5,5.28,clear sky
421,Port-Gentil,GA,2022-01-29 20:49:10,-0.7193,8.7815,80.56,80.56,89,40,5.75,scattered clouds
422,Port Hardy,CA,2022-01-29 20:53:16,50.6996,-127.4199,42.98,46.76,87,100,20.71,light rain
423,Nemuro,JP,2022-01-29 20:53:48,43.3236,145.575,17.29,17.29,76,57,17.16,broken clouds
424,Soyo,AO,2022-01-29 20:51:39,-6.1349,12.3689,78.71,78.71,89,97,4.74,light rain
425,Horsham,GB,2022-01-29 20:53:48,51.064,-0.3272,42.73,47.91,64,0,8.05,clear sky
426,Atbasar,KZ,2022-01-29 20:53:49,51.8,68.3333,11.12,11.12,96,97,4.81,overcast clouds
427,Bayir,TR,2022-01-29 20:53:49,37.2687,28.2167,43.32,43.32,86,100,6.11,overcast clouds
428,Sweetwater,US,2022-01-29 20:53:40,25.7634,-80.3731,57.97,61.02,41,53,1.01,broken clouds
429,Richards Bay,ZA,2022-01-29 20:53:50,-28.783,32.0377,71.89,71.89,83,61,3.22,broken clouds
430,Puerto Carreno,CO,2022-01-29 20:53:50,6.189,-67.4859,93.18,93.18,36,40,13.8,scattered clouds
431,Maniitsoq,GL,2022-01-29 20:53:50,65.4167,-52.9,8.65,8.65,76,100,28.45,light snow
432,Palana,RU,2022-01-29 20:51:10,59.1167,159.9667,20.62,20.62,75,59,11.97,broken clouds
433,Sangod,IN,2022-01-29 20:53:51,24.9167,76.2833,56.8,56.8,42,0,2.46,clear sky
434,Lodja,CD,2022-01-29 20:53:51,-3.4833,23.4333,73.02,73.02,74,76,0.67,broken clouds
435,Porechye-Rybnoye,RU,2022-01-29 20:53:52,57.098,39.3835,19.31,19.31,100,87,3.76,overcast clouds
436,Leningradskiy,RU,2022-01-29 20:53:52,69.3833,178.4167,-9.83,-9.83,90,55,5.03,broken clouds
437,Saint Augustine,US,2022-01-29 20:53:52,29.8947,-81.3145,44.02,50.02,33,0,11.5,clear sky
438,Alangulam,IN,2022-01-29 20:53:53,8.8667,77.5,75.61,75.61,82,99,5.5,overcast clouds
439,Zhigansk,RU,2022-01-29 20:53:53,66.7697,123.3711,-29.88,-29.88,100,100,1.68,overcast clouds
440,Gandorhun,SL,2022-01-29 20:53:53,7.5,-11.8333,77.41,77.41,81,100,4.05,overcast clouds
441,Stornoway,GB,2022-01-29 20:53:54,58.2093,-6.3865,39.16,41.04,78,75,3.0,broken clouds
442,Batticaloa,LK,2022-01-29 20:53:54,7.7102,81.6924,77.45,77.45,82,19,1.14,few clouds
443,Warri,NG,2022-01-29 20:53:55,5.5167,5.75,76.14,76.14,54,78,4.36,broken clouds
444,Ust-Uda,RU,2022-01-29 20:53:55,54.1742,103.0304,-22.97,-22.97,100,97,0.49,overcast clouds
445,Biu,NG,2022-01-29 20:53:55,10.6129,12.1946,64.96,64.96,24,77,10.2,broken clouds
446,Kimbe,PG,2022-01-29 20:53:56,-5.5502,150.1429,77.22,77.22,91,100,2.21,light rain
447,Niimi,JP,2022-01-29 20:53:56,34.9833,133.4667,31.35,31.35,80,100,2.51,overcast clouds
448,Upington,ZA,2022-01-29 20:53:57,-28.4478,21.2561,82.78,82.78,39,99,12.66,overcast clouds
449,La Plaine,DM,2022-01-29 20:53:57,15.3333,-61.25,80.24,84.49,48,20,4.61,few clouds
450,Atar,MR,2022-01-29 20:53:57,20.5169,-13.0499,76.19,76.19,20,100,3.2,overcast clouds
451,Mandla,IN,2022-01-29 20:53:58,22.6,80.3833,51.98,51.98,35,0,0.18,clear sky
452,Shamary,RU,2022-01-29 20:53:58,57.3434,58.2199,5.76,5.76,97,100,2.62,overcast clouds
453,Lockhart,US,2022-01-29 20:53:59,28.6194,-81.4426,45.73,52.34,35,0,4.0,clear sky
454,Daru,PG,2022-01-29 20:53:59,-9.0763,143.2092,78.44,78.44,85,100,10.76,heavy intensity rain
455,Maragogi,BR,2022-01-29 20:51:45,-9.0122,-35.2225,76.41,76.41,73,100,6.02,overcast clouds
456,Catuday,PH,2022-01-29 20:53:59,16.2923,119.8062,78.19,78.19,80,60,11.74,broken clouds
457,Kidal,ML,2022-01-29 20:54:00,18.4411,1.4078,69.53,69.53,11,19,11.07,few clouds
458,Japura,ID,2022-01-29 20:54:00,-0.3167,102.35,75.65,75.65,86,99,1.9,overcast clouds
459,Saint-Leu,RE,2022-01-29 20:54:01,-21.15,55.2833,76.03,76.06,81,63,7.16,light rain
460,Birao,CF,2022-01-29 20:54:01,10.2849,22.7882,67.68,67.68,16,52,6.4,broken clouds
461,Parauna,BR,2022-01-29 20:55:01,-16.9478,-50.4486,74.19,74.19,82,96,9.31,moderate rain
462,Emba,KZ,2022-01-29 20:55:02,48.8264,58.1442,13.77,13.77,96,97,9.17,overcast clouds
463,Yoichi,JP,2022-01-29 20:55:02,43.2039,140.7703,15.62,15.78,69,100,21.39,light snow
464,Kamenka,RU,2022-01-29 20:55:03,51.3223,42.7678,31.75,31.75,98,100,6.71,light snow
465,Zwedru,LR,2022-01-29 20:55:03,6.0667,-8.1281,79.07,79.07,69,79,4.9,broken clouds
466,Sumbe,AO,2022-01-29 20:55:03,-11.2061,13.8437,78.26,78.26,87,100,7.67,overcast clouds
467,Pathein,MM,2022-01-29 20:55:04,16.7833,94.7333,63.86,63.86,69,85,7.43,overcast clouds
468,Nahan,IN,2022-01-29 20:55:04,30.55,77.3,47.35,47.35,67,0,2.86,clear sky
469,Warrnambool,AU,2022-01-29 20:55:05,-38.3833,142.4833,65.8,65.8,90,96,7.36,overcast clouds
470,Rognan,NO,2022-01-29 20:55:05,67.0953,15.3878,28.54,29.05,90,100,5.64,overcast clouds
471,Praia,CV,2022-01-29 20:51:40,14.9215,-23.5087,70.34,70.34,64,75,18.41,broken clouds
472,Martorell,ES,2022-01-29 20:55:06,41.474,1.9306,43.34,54.25,53,0,5.01,clear sky
473,Mitsamiouli,KM,2022-01-29 20:55:06,-11.3847,43.2844,80.89,80.89,73,69,4.5,broken clouds
474,Safaga,EG,2022-01-29 20:54:15,26.7292,33.9365,57.15,57.15,51,1,11.7,clear sky
475,Acapulco,MX,2022-01-29 20:55:06,16.8634,-99.8901,85.26,85.26,57,12,10.25,few clouds
476,Yashalta,RU,2022-01-29 20:55:07,46.3395,42.2762,34.05,34.05,92,100,13.71,overcast clouds
477,Nerchinskiy Zavod,RU,2022-01-29 20:55:07,51.3088,119.61,-22.41,-22.41,100,45,2.35,scattered clouds
478,Rawah,IQ,2022-01-29 20:55:07,34.4816,41.9093,46.22,46.22,64,3,7.02,clear sky
479,Korhogo,CI,2022-01-29 20:55:08,9.45,-5.6333,77.34,77.34,17,68,4.16,broken clouds
480,Ust-Barguzin,RU,2022-01-29 20:55:08,53.45,108.9833,-11.42,-11.42,98,98,3.62,overcast clouds
481,Arkhangelsk,RU,2022-01-29 20:55:09,64.5401,40.5433,17.71,17.71,86,100,11.18,light snow
482,Tateyama,JP,2022-01-29 20:55:09,34.9833,139.8667,39.02,41.05,81,69,14.12,broken clouds
483,Clonakilty,IE,2022-01-29 20:55:10,51.6231,-8.8706,38.08,43.81,82,78,5.3,broken clouds
484,Lagoa,PT,2022-01-29 20:55:10,39.05,-27.9833,58.5,58.5,73,77,13.76,broken clouds
